source_split,row_index,utterance_id,speaker_id,label,route_split
train,120,Ses01F_impro05_F009,Ses01F,0,private
train,121,Ses01F_impro05_F011,Ses01F,0,private
train,122,Ses01F_impro05_F012,Ses01F,0,private
train,123,Ses01F_impro05_F014,Ses01F,0,private
train,124,Ses01F_impro05_F015,Ses01F,0,private
train,125,Ses01F_impro05_F016,Ses01F,0,private
train,126,Ses01F_impro05_F017,Ses01F,0,private
train,127,Ses01F_impro05_F018,Ses01F,0,private
train,128,Ses01F_impro05_F019,Ses01F,0,private
train,129,Ses01F_impro05_F020,Ses01F,0,private
train,130,Ses01F_impro05_F021,Ses01F,0,private
train,131,Ses01F_impro05_F022,Ses01F,0,private
train,132,Ses01F_impro05_F023,Ses01F,0,private
train,133,Ses01F_impro05_F024,Ses01F,0,private
train,134,Ses01F_impro05_F025,Ses01F,0,private
train,135,Ses01F_impro05_F026,Ses01F,0,private
train,136,Ses01F_impro05_F028,Ses01F,0,private
train,137,Ses01F_impro05_F029,Ses01F,0,private
train,138,Ses01F_impro05_F030,Ses01F,0,private
train,139,Ses01F_impro05_M000,Ses01M,2,private
train,140,Ses01F_impro05_M001,Ses01M,1,private
train,141,Ses01F_impro05_M002,Ses01M,1,private
train,142,Ses01F_impro05_M003,Ses01M,2,private
train,143,Ses01F_impro05_M004,Ses01M,2,private
train,144,Ses01F_impro05_M005,Ses01M,2,private
train,145,Ses01F_impro05_M006,Ses01M,2,private
train,146,Ses01F_impro05_M007,Ses01M,2,private
train,147,Ses01F_impro05_M008,Ses01M,2,private
train,148,Ses01F_impro05_M009,Ses01M,2,private
train,149,Ses01F_impro05_M010,Ses01M,2,private
train,150,Ses01F_impro05_M011,Ses01M,2,private
train,151,Ses01F_impro05_M012,Ses01M,2,private
train,152,Ses01F_impro05_M013,Ses01M,2,private
train,153,Ses01F_impro05_M014,Ses01M,2,private
train,154,Ses01F_impro05_M015,Ses01M,2,private
train,155,Ses01F_impro05_M016,Ses01M,2,private
train,156,Ses01F_impro05_M017,Ses01M,2,private
train,157,Ses01F_impro05_M019,Ses01M,2,private
train,158,Ses01F_impro05_M020,Ses01M,2,private
train,159,Ses01F_impro05_M022,Ses01M,2,private
train,160,Ses01F_impro05_M023,Ses01M,2,private
train,161,Ses01F_impro05_M024,Ses01M,2,private
train,162,Ses01F_impro05_M025,Ses01M,2,private
train,163,Ses01F_impro05_M026,Ses01M,2,private
train,164,Ses01F_impro05_M027,Ses01M,2,private
train,165,Ses01F_impro05_M028,Ses01M,2,private
train,166,Ses01F_impro05_M029,Ses01M,2,private
train,167,Ses01F_impro05_M030,Ses01M,2,private
train,168,Ses01F_impro05_M031,Ses01M,2,private
train,169,Ses01F_impro05_M034,Ses01M,2,private
train,170,Ses01F_impro05_M035,Ses01M,2,private
train,171,Ses01F_impro06_F002,Ses01F,3,private
train,172,Ses01F_impro06_F003,Ses01F,2,private
train,173,Ses01F_impro06_F004,Ses01F,2,private
train,174,Ses01F_impro06_F005,Ses01F,3,private
train,175,Ses01F_impro06_F006,Ses01F,3,private
train,176,Ses01F_impro06_F007,Ses01F,3,private
train,177,Ses01F_impro06_F008,Ses01F,3,private
train,178,Ses01F_impro06_F009,Ses01F,2,private
train,179,Ses01F_impro06_F010,Ses01F,3,private
train,180,Ses01F_impro06_F011,Ses01F,3,private
train,181,Ses01F_impro06_F012,Ses01F,3,private
train,182,Ses01F_impro06_F013,Ses01F,3,private
train,183,Ses01F_impro06_F014,Ses01F,3,private
train,184,Ses01F_impro06_F015,Ses01F,3,private
train,185,Ses01F_impro06_F016,Ses01F,2,private
train,186,Ses01F_impro06_F018,Ses01F,2,private
train,187,Ses01F_impro06_F019,Ses01F,2,private
train,188,Ses01F_impro06_F020,Ses01F,3,private
train,189,Ses01F_impro06_F021,Ses01F,3,private
train,190,Ses01F_impro06_F022,Ses01F,3,private
train,191,Ses01F_impro06_F023,Ses01F,3,private
train,192,Ses01F_impro06_F024,Ses01F,3,private
train,193,Ses01F_impro06_F025,Ses01F,3,private
train,194,Ses01F_impro06_F026,Ses01F,3,private
train,195,Ses01F_impro06_F027,Ses01F,2,private
train,196,Ses01F_impro06_F028,Ses01F,3,private
train,197,Ses01F_impro06_M000,Ses01M,3,private
train,198,Ses01F_impro06_M001,Ses01M,2,private
train,199,Ses01F_impro06_M002,Ses01M,2,private
train,200,Ses01F_impro06_M003,Ses01M,3,private
train,201,Ses01F_impro06_M004,Ses01M,2,private
train,202,Ses01F_impro06_M005,Ses01M,2,private
train,203,Ses01F_impro06_M006,Ses01M,2,private
train,204,Ses01F_impro06_M007,Ses01M,3,private
train,205,Ses01F_impro06_M008,Ses01M,2,private
train,206,Ses01F_impro06_M009,Ses01M,2,private
train,207,Ses01F_impro06_M010,Ses01M,2,private
train,208,Ses01F_impro06_M011,Ses01M,2,private
train,209,Ses01F_impro06_M012,Ses01M,2,private
train,210,Ses01F_impro06_M013,Ses01M,2,private
train,211,Ses01F_impro06_M014,Ses01M,2,private
train,212,Ses01F_impro06_M015,Ses01M,2,private
train,213,Ses01F_impro06_M016,Ses01M,2,private
train,214,Ses01F_impro07_F000,Ses01F,1,private
train,215,Ses01F_impro07_F002,Ses01F,1,private
train,216,Ses01F_impro07_F003,Ses01F,1,private
train,217,Ses01F_impro07_F004,Ses01F,1,private
train,218,Ses01F_impro07_F005,Ses01F,1,private
train,219,Ses01F_impro07_F009,Ses01F,1,private
train,220,Ses01F_impro07_F010,Ses01F,1,private
train,221,Ses01F_impro07_F012,Ses01F,1,private
train,222,Ses01F_impro07_F013,Ses01F,1,private
train,223,Ses01F_impro07_F016,Ses01F,1,private
train,224,Ses01F_impro07_M000,Ses01M,1,private
train,225,Ses01F_impro07_M001,Ses01M,1,private
train,226,Ses01F_impro07_M002,Ses01M,1,private
train,227,Ses01F_impro07_M003,Ses01M,1,private
train,228,Ses01F_impro07_M004,Ses01M,1,private
train,229,Ses01F_impro07_M005,Ses01M,1,private
train,230,Ses01F_impro07_M006,Ses01M,1,private
train,231,Ses01F_impro07_M007,Ses01M,1,private
train,232,Ses01F_impro07_M008,Ses01M,1,private
train,233,Ses01F_impro07_M009,Ses01M,1,private
train,234,Ses01F_impro07_M012,Ses01M,2,private
train,235,Ses01F_impro07_M013,Ses01M,2,private
train,236,Ses01F_impro07_M014,Ses01M,1,private
train,237,Ses01F_impro07_M015,Ses01M,1,private
train,238,Ses01F_impro07_M017,Ses01M,1,private
train,239,Ses01F_impro07_M018,Ses01M,2,private
train,240,Ses01F_impro07_M019,Ses01M,1,private
train,241,Ses01F_script01_1_F005,Ses01F,2,private
train,242,Ses01F_script01_1_F015,Ses01F,2,private
train,243,Ses01F_script01_1_F034,Ses01F,2,private
train,244,Ses01F_script01_1_F035,Ses01F,0,private
train,245,Ses01F_script01_1_F037,Ses01F,0,private
train,246,Ses01F_script01_1_F038,Ses01F,0,private
train,247,Ses01F_script01_1_F041,Ses01F,0,private
train,248,Ses01F_script01_1_F042,Ses01F,0,private
train,249,Ses01F_script01_1_M000,Ses01M,2,private
train,250,Ses01F_script01_1_M001,Ses01M,2,private
train,251,Ses01F_script01_1_M002,Ses01M,2,private
train,252,Ses01F_script01_1_M003,Ses01M,2,private
train,253,Ses01F_script01_1_M004,Ses01M,2,private
train,254,Ses01F_script01_1_M007,Ses01M,2,private
train,255,Ses01F_script01_1_M010,Ses01M,2,private
train,256,Ses01F_script01_1_M012,Ses01M,2,private
train,257,Ses01F_script01_1_M014,Ses01M,2,private
train,258,Ses01F_script01_1_M015,Ses01M,2,private
train,259,Ses01F_script01_1_M016,Ses01M,2,private
train,260,Ses01F_script01_1_M017,Ses01M,2,private
train,261,Ses01F_script01_1_M019,Ses01M,0,private
train,262,Ses01F_script01_1_M023,Ses01M,2,private
train,263,Ses01F_script01_1_M024,Ses01M,2,private
train,264,Ses01F_script01_1_M025,Ses01M,2,private
train,265,Ses01F_script01_1_M034,Ses01M,2,private
train,266,Ses01F_script01_1_M039,Ses01M,2,private
train,267,Ses01F_script01_1_M040,Ses01M,2,private
train,268,Ses01F_script01_2_F003,Ses01F,0,private
train,269,Ses01F_script01_2_F004,Ses01F,0,private
train,270,Ses01F_script01_2_F005,Ses01F,0,private
train,271,Ses01F_script01_2_F006,Ses01F,0,private
train,272,Ses01F_script01_2_F007,Ses01F,0,private
train,273,Ses01F_script01_2_F008,Ses01F,0,private
train,274,Ses01F_script01_2_F009,Ses01F,0,private
train,275,Ses01F_script01_2_F010,Ses01F,0,private
train,276,Ses01F_script01_2_F011,Ses01F,0,private
train,277,Ses01F_script01_2_F012,Ses01F,0,private
train,278,Ses01F_script01_2_F013,Ses01F,0,private
train,279,Ses01F_script01_2_M001,Ses01M,2,private
train,280,Ses01F_script01_2_M004,Ses01M,2,private
train,281,Ses01F_script01_2_M008,Ses01M,2,private
train,282,Ses01F_script01_2_M017,Ses01M,0,private
train,283,Ses01F_script01_3_F000,Ses01F,2,private
train,284,Ses01F_script01_3_F001,Ses01F,2,private
train,285,Ses01F_script01_3_F002,Ses01F,2,private
train,286,Ses01F_script01_3_F003,Ses01F,2,private
train,287,Ses01F_script01_3_F004,Ses01F,2,private
train,288,Ses01F_script01_3_F005,Ses01F,2,private
train,289,Ses01F_script01_3_F006,Ses01F,2,private
train,290,Ses01F_script01_3_F007,Ses01F,2,private
train,291,Ses01F_script01_3_F008,Ses01F,2,private
train,292,Ses01F_script01_3_F009,Ses01F,2,private
train,293,Ses01F_script01_3_F010,Ses01F,1,private
train,294,Ses01F_script01_3_F011,Ses01F,1,private
train,295,Ses01F_script01_3_F012,Ses01F,1,private
train,296,Ses01F_script01_3_F013,Ses01F,1,private
train,297,Ses01F_script01_3_F014,Ses01F,2,private
train,298,Ses01F_script01_3_F015,Ses01F,2,private
train,299,Ses01F_script01_3_F016,Ses01F,2,private
train,300,Ses01F_script01_3_F017,Ses01F,1,private
train,301,Ses01F_script01_3_F019,Ses01F,1,private
train,302,Ses01F_script01_3_F020,Ses01F,1,private
train,303,Ses01F_script01_3_F021,Ses01F,1,private
train,304,Ses01F_script01_3_F022,Ses01F,2,private
train,305,Ses01F_script01_3_F028,Ses01F,2,private
train,306,Ses01F_script01_3_F029,Ses01F,2,private
train,307,Ses01F_script01_3_F030,Ses01F,3,private
train,308,Ses01F_script01_3_F031,Ses01F,2,private
train,309,Ses01F_script01_3_F035,Ses01F,1,private
train,310,Ses01F_script01_3_M000,Ses01M,2,private
train,311,Ses01F_script01_3_M001,Ses01M,2,private
train,312,Ses01F_script01_3_M003,Ses01M,2,private
train,313,Ses01F_script01_3_M004,Ses01M,2,private
train,314,Ses01F_script01_3_M005,Ses01M,2,private
train,315,Ses01F_script01_3_M008,Ses01M,1,private
train,316,Ses01F_script01_3_M009,Ses01M,1,private
train,317,Ses01F_script01_3_M010,Ses01M,1,private
train,318,Ses01F_script01_3_M015,Ses01M,1,private
train,319,Ses01F_script01_3_M016,Ses01M,1,private
train,320,Ses01F_script01_3_M017,Ses01M,1,private
train,321,Ses01F_script01_3_M019,Ses01M,1,private
train,322,Ses01F_script01_3_M020,Ses01M,1,private
train,323,Ses01F_script01_3_M021,Ses01M,3,private
train,324,Ses01F_script01_3_M022,Ses01M,3,private
train,325,Ses01F_script01_3_M023,Ses01M,3,private
train,326,Ses01F_script01_3_M024,Ses01M,3,private
train,327,Ses01F_script01_3_M025,Ses01M,3,private
train,328,Ses01F_script01_3_M026,Ses01M,3,private
train,329,Ses01F_script01_3_M027,Ses01M,3,private
train,330,Ses01F_script01_3_M028,Ses01M,3,private
train,331,Ses01F_script01_3_M029,Ses01M,3,private
train,332,Ses01F_script01_3_M030,Ses01M,3,private
train,333,Ses01F_script01_3_M032,Ses01M,3,private
train,334,Ses01F_script01_3_M033,Ses01M,3,private
train,335,Ses01F_script01_3_M036,Ses01M,3,private
train,336,Ses01F_script01_3_M037,Ses01M,2,private
train,337,Ses01F_script02_1_F000,Ses01F,2,private
train,338,Ses01F_script02_1_F004,Ses01F,2,private
train,339,Ses01F_script02_1_F006,Ses01F,0,private
train,340,Ses01F_script02_1_F007,Ses01F,0,private
train,341,Ses01F_script02_1_F008,Ses01F,2,private
train,342,Ses01F_script02_1_F009,Ses01F,1,private
train,343,Ses01F_script02_1_F010,Ses01F,3,private
train,344,Ses01F_script02_1_F015,Ses01F,2,private
train,345,Ses01F_script02_1_F024,Ses01F,2,private
train,346,Ses01F_script02_1_F025,Ses01F,2,private
train,347,Ses01F_script02_1_M002,Ses01M,1,private
train,348,Ses01F_script02_1_M007,Ses01M,2,private
train,349,Ses01F_script02_1_M008,Ses01M,2,private
train,350,Ses01F_script02_1_M009,Ses01M,2,private
train,351,Ses01F_script02_1_M010,Ses01M,2,private
train,352,Ses01F_script02_1_M011,Ses01M,2,private
train,353,Ses01F_script02_1_M013,Ses01M,2,private
train,354,Ses01F_script02_1_M014,Ses01M,2,private
train,355,Ses01F_script02_1_M015,Ses01M,2,private
train,356,Ses01F_script02_1_M016,Ses01M,1,private
train,357,Ses01F_script02_1_M020,Ses01M,2,private
train,358,Ses01F_script02_1_M021,Ses01M,2,private
train,359,Ses01F_script02_1_M023,Ses01M,2,private
train,360,Ses01F_script02_1_M024,Ses01M,2,private
train,361,Ses01F_script02_1_M025,Ses01M,2,private
train,362,Ses01F_script02_1_M026,Ses01M,2,private
train,363,Ses01F_script02_1_M029,Ses01M,2,private
train,364,Ses01F_script02_1_M031,Ses01M,2,private
train,365,Ses01F_script02_1_M032,Ses01M,2,private
train,366,Ses01F_script02_1_M033,Ses01M,2,private
train,367,Ses01F_script02_1_M034,Ses01M,2,private
train,368,Ses01F_script02_1_M035,Ses01M,1,private
train,369,Ses01F_script02_1_M036,Ses01M,1,private
train,370,Ses01F_script02_1_M038,Ses01M,1,private
train,371,Ses01F_script02_1_M040,Ses01M,1,private
train,372,Ses01F_script02_1_M043,Ses01M,1,private
train,373,Ses01F_script02_1_M044,Ses01M,1,private
train,374,Ses01F_script02_2_F000,Ses01F,2,private
train,375,Ses01F_script02_2_F001,Ses01F,2,private
train,376,Ses01F_script02_2_F006,Ses01F,0,private
train,377,Ses01F_script02_2_F008,Ses01F,0,private
train,378,Ses01F_script02_2_F009,Ses01F,0,private
train,379,Ses01F_script02_2_F010,Ses01F,0,private
train,380,Ses01F_script02_2_F015,Ses01F,3,private
train,381,Ses01F_script02_2_F016,Ses01F,0,private
train,382,Ses01F_script02_2_F017,Ses01F,2,private
train,383,Ses01F_script02_2_F019,Ses01F,1,private
train,384,Ses01F_script02_2_F022,Ses01F,3,private
train,385,Ses01F_script02_2_F023,Ses01F,2,private
train,386,Ses01F_script02_2_F026,Ses01F,2,private
train,387,Ses01F_script02_2_F034,Ses01F,3,private
train,388,Ses01F_script02_2_F035,Ses01F,3,private
train,389,Ses01F_script02_2_F036,Ses01F,3,private
train,390,Ses01F_script02_2_F040,Ses01F,3,private
train,391,Ses01F_script02_2_F041,Ses01F,2,private
train,392,Ses01F_script02_2_F042,Ses01F,1,private
train,393,Ses01F_script02_2_F043,Ses01F,1,private
train,394,Ses01F_script02_2_F044,Ses01F,1,private
train,395,Ses01F_script02_2_F045,Ses01F,1,private
train,396,Ses01F_script02_2_F046,Ses01F,3,private
train,397,Ses01F_script02_2_F047,Ses01F,2,private
train,398,Ses01F_script02_2_M000,Ses01M,1,private
train,399,Ses01F_script02_2_M001,Ses01M,1,private
train,400,Ses01F_script02_2_M002,Ses01M,2,private
train,401,Ses01F_script02_2_M006,Ses01M,2,private
train,402,Ses01F_script02_2_M016,Ses01M,2,private
train,403,Ses01F_script02_2_M017,Ses01M,2,private
train,404,Ses01F_script02_2_M019,Ses01M,2,private
train,405,Ses01F_script02_2_M021,Ses01M,2,private
train,406,Ses01F_script02_2_M022,Ses01M,2,private
train,407,Ses01F_script02_2_M023,Ses01M,2,private
train,408,Ses01F_script02_2_M024,Ses01M,1,private
train,409,Ses01F_script02_2_M026,Ses01M,1,private
train,410,Ses01F_script02_2_M033,Ses01M,2,private
train,411,Ses01F_script02_2_M037,Ses01M,3,private
train,412,Ses01F_script02_2_M038,Ses01M,3,private
train,413,Ses01F_script02_2_M040,Ses01M,2,private
train,414,Ses01F_script02_2_M042,Ses01M,2,private
train,415,Ses01F_script02_2_M043,Ses01M,2,private
train,416,Ses01F_script02_2_M044,Ses01M,1,private
train,417,Ses01F_script02_2_M046,Ses01M,1,private
train,418,Ses01F_script02_2_M047,Ses01M,2,private
train,419,Ses01F_script02_2_M048,Ses01M,2,private
train,420,Ses01F_script02_2_M049,Ses01M,1,private
train,421,Ses01F_script03_1_F005,Ses01F,1,private
train,422,Ses01F_script03_1_F006,Ses01F,1,private
train,423,Ses01F_script03_1_F007,Ses01F,1,private
train,424,Ses01F_script03_1_F010,Ses01F,1,private
train,425,Ses01F_script03_1_F011,Ses01F,1,private
train,426,Ses01F_script03_1_F012,Ses01F,1,private
train,427,Ses01F_script03_1_F020,Ses01F,1,private
train,428,Ses01F_script03_1_F021,Ses01F,1,private
train,429,Ses01F_script03_1_F022,Ses01F,1,private
train,430,Ses01F_script03_1_F024,Ses01F,1,private
train,431,Ses01F_script03_1_F029,Ses01F,1,private
train,432,Ses01F_script03_1_F030,Ses01F,1,private
train,433,Ses01F_script03_1_M005,Ses01M,1,private
train,434,Ses01F_script03_1_M007,Ses01M,1,private
train,435,Ses01F_script03_1_M008,Ses01M,1,private
train,436,Ses01F_script03_1_M009,Ses01M,1,private
train,437,Ses01F_script03_1_M010,Ses01M,1,private
train,438,Ses01F_script03_1_M013,Ses01M,1,private
train,439,Ses01F_script03_1_M018,Ses01M,1,private
train,440,Ses01F_script03_1_M021,Ses01M,1,private
train,441,Ses01F_script03_1_M024,Ses01M,1,private
train,442,Ses01F_script03_1_M025,Ses01M,1,private
train,443,Ses01F_script03_1_M026,Ses01M,1,private
train,444,Ses01F_script03_1_M034,Ses01M,1,private
train,445,Ses01F_script03_1_M036,Ses01M,1,private
train,446,Ses01F_script03_1_M037,Ses01M,1,private
train,447,Ses01F_script03_2_F000,Ses01F,1,private
train,448,Ses01F_script03_2_F001,Ses01F,1,private
train,449,Ses01F_script03_2_F002,Ses01F,1,private
train,450,Ses01F_script03_2_F004,Ses01F,2,private
train,451,Ses01F_script03_2_F005,Ses01F,2,private
train,452,Ses01F_script03_2_F013,Ses01F,0,private
train,453,Ses01F_script03_2_F014,Ses01F,0,private
train,454,Ses01F_script03_2_F015,Ses01F,0,private
train,455,Ses01F_script03_2_F016,Ses01F,0,private
train,456,Ses01F_script03_2_F017,Ses01F,0,private
train,457,Ses01F_script03_2_F018,Ses01F,0,private
train,458,Ses01F_script03_2_F021,Ses01F,0,private
train,459,Ses01F_script03_2_F022,Ses01F,0,private
train,460,Ses01F_script03_2_F023,Ses01F,0,private
train,461,Ses01F_script03_2_F024,Ses01F,0,private
train,462,Ses01F_script03_2_F025,Ses01F,0,private
train,463,Ses01F_script03_2_F026,Ses01F,0,private
train,464,Ses01F_script03_2_F027,Ses01F,0,private
train,465,Ses01F_script03_2_F028,Ses01F,0,private
train,466,Ses01F_script03_2_F029,Ses01F,0,private
train,467,Ses01F_script03_2_F030,Ses01F,2,private
train,468,Ses01F_script03_2_F031,Ses01F,2,private
train,469,Ses01F_script03_2_F032,Ses01F,2,private
train,470,Ses01F_script03_2_F034,Ses01F,0,private
train,471,Ses01F_script03_2_F035,Ses01F,0,private
train,472,Ses01F_script03_2_F036,Ses01F,0,private
train,473,Ses01F_script03_2_F037,Ses01F,0,private
train,474,Ses01F_script03_2_F038,Ses01F,0,private
train,475,Ses01F_script03_2_F039,Ses01F,0,private
train,476,Ses01F_script03_2_F040,Ses01F,0,private
train,477,Ses01F_script03_2_M001,Ses01M,2,private
train,478,Ses01F_script03_2_M002,Ses01M,2,private
train,479,Ses01F_script03_2_M004,Ses01M,2,private
train,480,Ses01F_script03_2_M007,Ses01M,0,private
train,481,Ses01F_script03_2_M010,Ses01M,2,private
train,482,Ses01F_script03_2_M011,Ses01M,2,private
train,483,Ses01F_script03_2_M014,Ses01M,0,private
train,484,Ses01F_script03_2_M016,Ses01M,2,private
train,485,Ses01F_script03_2_M018,Ses01M,2,private
train,486,Ses01F_script03_2_M019,Ses01M,2,private
train,487,Ses01F_script03_2_M020,Ses01M,0,private
train,488,Ses01F_script03_2_M021,Ses01M,0,private
train,489,Ses01F_script03_2_M022,Ses01M,0,private
train,490,Ses01F_script03_2_M023,Ses01M,0,private
train,491,Ses01F_script03_2_M024,Ses01M,0,private
train,492,Ses01F_script03_2_M025,Ses01M,0,private
train,493,Ses01F_script03_2_M026,Ses01M,0,private
train,494,Ses01F_script03_2_M027,Ses01M,0,private
train,495,Ses01F_script03_2_M029,Ses01M,0,private
train,496,Ses01F_script03_2_M030,Ses01M,0,private
train,497,Ses01F_script03_2_M031,Ses01M,2,private
train,498,Ses01F_script03_2_M032,Ses01M,0,private
train,499,Ses01F_script03_2_M033,Ses01M,0,private
train,500,Ses01F_script03_2_M034,Ses01M,0,private
train,501,Ses01F_script03_2_M035,Ses01M,0,private
train,502,Ses01F_script03_2_M036,Ses01M,0,private
train,503,Ses01F_script03_2_M037,Ses01M,0,private
train,504,Ses01F_script03_2_M038,Ses01M,0,private
train,505,Ses01F_script03_2_M039,Ses01M,0,private
